1	100	100
2	1010.78	673.8533333
3	1020.58	680.3866667
4	1020.69	680.46
5	1010.76	673.84
6	1020.15	680.1
7	1010.44	673.6266667
8	1010.31	673.54
9	1000.81	667.2066667
10	1000.34	666.8933333
11	1000.63	667.0866667
12	1010.4	673.6
13	1010.89	673.9266667
14	1020.02	680.0133333
15	1010.98	673.9866667
16	1010.87	673.9133333
17	1020.38	680.2533333
18	1020.69	680.46
19	1020.83	680.5533333
20	1020.46	680.3066667
21	1020.9	680.6
22	1020.13	680.0866667
23	1020.94	680.6266667
24	1030.79	687.1933333
25	1030.39	686.9266667
26	1030.71	687.14
27	1040.29	693.5266667
28	1040.18	693.4533333
29	1030.51	687.0066667
30	1030.63	687.0866667
31	1030.23	686.82
32	1030.24	686.8266667
33	1030.27	686.8466667
34	1030.78	687.1866667
35	1030.45	686.9666667
36	1030.46	686.9733333
37	1040.38	693.5866667
38	1040.94	693.96
39	1040.4	693.6
40	1040.91	693.94
41	1050.83	700.5533333
42	1060.79	707.1933333
43	1060.69	707.1266667
44	1060.51	707.0066667
45	1060.07	706.7133333
46	1050.37	700.2466667
47	1040.48	693.6533333
48	1040.69	693.7933333
49	1040.52	693.68
50	1040.08	693.3866667
51	1030.83	687.22
52	1040.32	693.5466667
53	1040.55	693.7
54	1040.81	693.8733333
55	1030.96	687.3066667
56	1030.8	687.2
57	1040.22	693.48
58	1040.4	693.6
59	1040.82	693.88
60	1050.47	700.3133333
61	1050.52	700.3466667
62	1050.6	700.4
63	1060.56	707.04
64	1070.48	713.6533333
65	1070.21	713.4733333
66	1070.99	713.9933333
67	1080.27	720.18
68	1070.32	713.5466667
69	1060.61	707.0733333
70	1070.1	713.4
71	1080.03	720.02
72	1080.75	720.5
73	1090.07	726.7133333
74	1090.35	726.9
75	1090.5	727
76	1090.7	727.1333333
77	1090.81	727.2066667
78	1090.04	726.6933333
79	1080.06	720.04
80	1070.23	713.4866667
81	1060.89	707.26
82	1060.09	706.7266667
83	1050.95	700.6333333
84	1060.11	706.74
85	1050.38	700.2533333
86	1040.72	693.8133333
87	1050.21	700.14
88	1040.6	693.7333333
89	1030.93	687.2866667
90	1030.55	687.0333333
91	1020.86	680.5733333
92	1030.2	686.8
93	1020.4	680.2666667
94	1020.39	680.26
95	1010.73	673.82
96	1020.59	680.3933333
97	1010.76	673.84
98	1010.69	673.7933333
99	1020.33	680.22
100	1010.39	673.5933333
101	1010.23	673.4866667
102	1000.35	666.9
103	990.95	660.6333333
104	990.78	660.52
105	1000.03	666.6866667
106	990.7	660.4666667
107	990.39	660.26
108	1000.38	666.92
109	1000.91	667.2733333
110	990.92	660.6133333
111	1000.33	666.8866667
112	1010.17	673.4466667
113	1010.05	673.3666667
114	1010.19	673.46
115	1010.93	673.9533333
116	1020.43	680.2866667
117	1020.08	680.0533333
118	1010.8	673.8666667
119	1020.67	680.4466667
120	1020.03	680.02
121	1010.82	673.88
122	1010.98	673.9866667
123	1010.97	673.98
124	1020.26	680.1733333
125	1020.11	680.0733333
126	1020.94	680.6266667
127	1020.36	680.24
128	1020.06	680.04
129	1020.84	680.56
130	1020.57	680.38
131	1020.54	680.36
132	1020.68	680.4533333
133	1020.85	680.5666667
134	1030.69	687.1266667
135	1040.03	693.3533333
136	1040.98	693.9866667
137	1040.99	693.9933333
138	1050.3	700.2
139	1060.06	706.7066667
140	1050.22	700.1466667
141	1050.39	700.26
142	1050.41	700.2733333
143	1060.1	706.7333333
144	1050.77	700.5133333
145	1050.29	700.1933333
146	1040.72	693.8133333
147	1050.62	700.4133333
148	1060.14	706.76
149	1060.75	707.1666667
150	1070.38	713.5866667
151	1070.85	713.9
152	1070.11	713.4066667
153	1070.2	713.4666667
154	1070.95	713.9666667
155	1080.09	720.06
156	1080.64	720.4266667
157	1080.96	720.64
158	1090.83	727.22
159	1090.4	726.9333333
160	1100.1	733.4
161	1090.25	726.8333333
162	1090.22	726.8133333
163	1080.73	720.4866667
164	1080.62	720.4133333
165	1070.95	713.9666667
166	1070.73	713.82
167	1080.39	720.26
168	1090.32	726.88
169	1090.9	727.2666667
170	1100.03	733.3533333
171	1100.79	733.86
172	1100.83	733.8866667
173	1110.58	740.3866667
174	1100.74	733.8266667
175	1100.72	733.8133333
176	1100.6	733.7333333
177	1110.18	740.12
